2350750	4078
6572500	29099
12008000	14261,7868,25618,14020,24274
8555500	25372
425500	8313
4853750	25596,18024
8430000	7868
4256500	2410,7868
9039750	14580,7105
4115500	6731,14470,1222
12215000	7868,12352,8637,15639
591750	12394
3404000	28653
5256500	7868,614,20679,11612
7367000	14020,16540,20297,15584,21110,3627,11679
4956000	7868
7927750	7868,18624,25372
7886000	5267
9982500	22484,1591,542
4606000	21110
145750	11578
10443000	21110,29099,25488,8689,7868,10329,4571
1710500	7868,8689,12352
9706000	12168,20297,679,21865,949,2683,29099
3913250	8689,8409,14020,9242,12394,7105,12168
11751000	10404
9351750	14580,11080,993
6874250	12168,11080,2683,26754,13483,155,647
5292000	11670,21672,12285
1194750	7868,3627,679,8689,21092,8637,7400
5108000	11080,14580,2683,14020,26722,3627,14261
1617250	29099,8637,15138,28410,2217,12168,25372
4054000	20121
567250	23251
12371000	12394,14294,12352,14261,2257,3627,25372
6867750	14020
1319000	14020,5797,1237
1832000	7868,25687,21110
3188000	12220,2655,18025
980000	3228
3249250	7868
6099250	13244,7868,25372,25260,28410,24598,11823
2050000	27791,21659,8637,10329,14242,21336,8689
11772000	24015
10533750	14261,29099,24601,21110,8689,17945
10915250	18075
6458000	1681
4557250	7868
405000	26698
7116750	9486
1815750	28391
3031750	12977,16110,16406,28924,18730,11196,11176
5170500	7868,18730,11679
11111500	22029
6996000	12165
7016500	27407
3335000	12747
6264750	21110
9202750	21110
10302500	10646
3114000	21110,21092,8689,23928,7868
452750	21865,6672,25488,15638,14796
9716500	7868,11465
8163500	2257
8869250	8689
6126750	15019,24977,21110,25117
8909750	21110,3228,21092,15138
1579250	4078,24194,13020,15138
764750	7868
2910750	1372
8156500	1831,4078,20297,6447,19974
3245250	2257
4423500	11543
2253250	11196
10654750	2655
6766250	29203,12285,29547,11080,25372
11632250	21110,25372,2655,25022
5034000	12220
8845250	12394,22484,7868,8689,21110,15446,26464
154750	11196
11493000	7868,8689,22727,12352,554,29022,22828
9079500	7868,12220,29099,25272,12271,23779,21071
8730250	11080
65500	15639,29099,14020,15018
232000	7868,21865,16406
832250	1831,27791,2257
10054250	20297,19660,10970,20846,13020,8425,4667
4503500	12220,11936,3627,4949,24193,26754,11176
10619000	29547
11142000	12352,29099
5220750	8689,28438,25240,12977,13793,24196,25933
12204750	7963,15019,4078
10521000	7868,13779,11080,9471
1561250	3627,12352,679,4949,8689,12168
5812000	2683,19993,17641,16944,29528,18721,17728
12065000	24196
190500	7963
3977750	8689,11679
10401500	24929,12189,11080,27791,26722,8816
4814750	7868
11307500	20300,22359,11196,27711
3588500	7868,12352,11080
282500	12055,14020,27135
10885750	20595
887500	29547
10322250	10702,9111,1731
3148500	3627,8689,8662,11465,12795,201,7620
11169500	14294,14020,10014
10598500	12220,679,7105,18575,155,24385
3075000	6592
4102750	26843
848500	11196,9838,16406,14261
3293750	3627,26523,21110
341000	26754
267250	679,7105,11196
6654750	14261
5957500	8637
4475750	3627,8689,21110,4949,679,11612,13592
7190750	27791,14526,9413,14482
7445000	18075,25372,4913
12231250	12220,28149,10329
1441500	12670
9842500	7868,11176,21110,18805,11080,25086,11052
7320250	934
3009000	5627,7868,22393,11176,14261,16110,15019
2331750	7868,8689,21092,3627,29099,28653,3228
4907500	18075,5086,1831,13020,29465,27711,24430
4680000	25372
4454500	15019,15138,27117,28653,8689,29099,3627
2251750	22727
382250	22393
5952250	12285,8637,5067,6827,17060
239250	7868,25372,11080
4804500	28465
9044750	2945
10696000	21110,3458
5199750	679
3952000	12220,16550,29099,3627,2128,25372,11196
2756000	21092
140500	18730,23779,24196,14625,28270,15065
11496750	7868
7600250	11176,4949,3228,7868,12352
6433000	16396
2704750	13592
6515500	21657
7568750	1831,12285
528250	11196,12977,155,2963,7096,8693,27117
3226500	7868
6334000	9413
1189000	11176,11679,10329,15019
4378500	8689
7211250	7061
5754500	11196,14020,29099,143,3228,15019,4078
7810250	8637,27791
7513250	29203
3520000	28065,21110,8689,3627,29099,7105,23409
4852000	21110
5027500	24015
1517000	12977,27205,4808,16540,20297
8622000	8702
3396250	18024
8353250	12285,27205,20297,4078,7560,155,22317
8123500	22852
573000	18868,19962,19615,28924
8910750	7868,27514,29099,12688,24503,3590,12220
299750	11080,21110
1969000	12220,20297,11080
5011500	11196,11679,29203,22280,4078,27092,12220
4035250	21372
12275500	18196,23134
3795000	12352,29099,24601
8528750	24196
5354000	20180
4376250	8689,27407,2655,17945,11176,29203,19993
4304250	7868,679,14261,4949,15019,21092
1531250	11176,12394,12352
10018000	7868
2103250	12394,11196,3627,1831,13737,4078,21110
5279750	2368,11196,12220
5828250	4808,2963
6233750	15138,21865,4220
11761750	13020
6205000	17153
9069000	22393,7868,21110,12220,2257,3627,11176
2797750	8689
9794000	17835
8040000	7868,15138,2655,16406,27791,11176,4078
6266000	12220,3445
5059000	21838
4097500	2762
2626250	7868
9685000	11605,17032
11225500	2655
4370750	1666,21110
8523250	16110,3627
847750	11080,21110,21838,13390,18024
9244000	7868
8102000	21110,2683,12394
1792000	11176,16540,20979,20154
6412750	26722,14580,15019,11080
9463750	11196
9076750	2826,5712
11352000	11176
