2350750	29099,15138,4078
7269750	19475,16540,16939
145750	11196,11578,21110
12008000	14261,25618,24274
8555500	25372,5598,18180,29078
425500	8313,22094,9563
4853750	25596,18024,19955
5980500	27155
4256500	7868,2410,4694
9039750	11196,14580,3228
4115500	6731,26619,14470
12215000	7868,6672,12352
591750	12220,26722,12394
3404000	22246,28653,3627
7149500	20645,14930,2306
7367000	20297,18730,15584
4956000	7868,14580,11080
7927750	7868,25372,26288
9982500	2683,9369,9838
4606000	21110,14887,12435
6572500	29099,7963,6868
10443000	21110,7868,29099
1710500	7868,28065,2729
9173750	16110,11196,16540
9706000	12168,18508,21865
10234000	28653,9111,15019
1627000	28641,25565,23770
9351750	14580,11080,993
9906500	21110,155,7868
4195500	12285,22246,15315
239250	7868,21110,28481
1194750	7868,679,3627
5108000	11080,14020,14580
1617250	2217,11679,27791
4054000	24088,20121,9090
5440500	11080,17945,18730
8633500	255,8148,4452
567250	11080,27791,7354
12371000	12394,14294,12352
6867750	14020,7552,2655
1319000	14020,5797,599
1832000	7868,25687,10916
3188000	12220,2655,18025
8430000	7868,8637,11080
980000	3228,29099,1739
3249250	7868,11080,14261
6099250	25372,13244,7868
2050000	27791,21659,26866
11772000	24015,13779,5094
10533750	14261,24601,29099
10915250	18075,12395,23556
6458000	1681
4557250	7868,19962,1831
405000	26698,19394,29490
1815750	28391,5067,25488
3031750	16110,3228,16406
5170500	7868,18730,21672
11111500	25372,21110,25142
6996000	12165,2963,13754
7016500	11679,14020,26546
3335000	8719,5574,12747
6264750	21110,29203,1831
9202750	21110,335,23134
10302500	21110,679,18167
3114000	21110,21092,13112
452750	21865,11176,14796
9716500	4949,7868,11465
8869250	8689,11203,143
6126750	15019,24977,25117
8909750	21110,3228,12285
1579250	4078,25424,13020
764750	7868,29203,14153
2910750	1372,19828,4039
8156500	1831,4078,20297
3245250	2257,18730,26722
4423500	24193,4147,11543
2253250	11196,18730,7868
11632250	12220,21110,25022
5034000	12220,10584,7868
200250	12352,1831,25570
154750	11196,8943,14119
11493000	7868,22828,29022
9079500	7868,21071,13070
8730250	911,3228,12068,11080,7868,8689,24601
65500	29099,15639,15018
232000	7868,12133,361
832250	1831,27791,2257
10054250	19660,20297,4667
4503500	11936,12220,24193
8033500	21110,12220,14020
11142000	12352,7868,29099
5220750	8689,28438,25240
12204750	7963,6571,15019
10521000	7868,13779,11080
5812000	2683,17641,19993
12065000	24196,10999,14120
190500	4281,20425,21865
3977750	8689,17060,1461
10401500	7868,12189,27791
4814750	7868,679,25135
11307500	20300,22359,11196
3588500	1831,12352,7868
282500	2683,12055,14020
10885750	20595,5098
887500	11080,29547,9549
10322250	5185,7868,10702
7483500	21865,11080,25372
3148500	3627,12795,8689
11169500	14294,14020,366
