5780000,83
3404000,79
10628500,70
6874250,65
12173500,54
3304500,53
2891500,51
8730250,48
1194750,44
10261750,44
7143250,43
1909250,39
439000,39
8845250,38
12154500,38
711500,37
5812000,35
3009000,33
1971500,33
3913250,31
3520000,31
10234000,31
2940000,31
3344750,30
2807500,29
6564500,29
6003750,29
6713250,29
9706000,28
9069000,28
8216500,28
3963750,27
12417500,26
5078750,26
3031750,25
9123500,25
5143250,25
10642000,25
8040000,24
691500,24
4770500,24
472000,24
7269250,24
1173500,24
1906000,24
4376250,23
1324500,23
1118250,23
835000,23
776750,23
1528500,23
10302500,22
7854500,22
10054250,22
6400000,22
3211250,22
1074750,22
12377250,22
4852500,22
1953250,22
11947000,22
2033500,22
8243500,22
5440750,22
7699500,22
5108000,21
12371000,21
4475750,21
2331750,21
6233750,21
9244000,21
11321750,21
7687500,21
8702500,21
4184250,21
892500,21
9035750,21
452750,20
3148500,20
12016750,20
2752000,20
4215750,20
5742000,20
7367000,19
1617250,19
1189000,19
2103250,19
7218000,19
2920750,19
3644250,19
5769750,19
6694750,19
6301250,19
3742000,19
2975500,19
11158000,19
3350250,19
4625750,19
10069500,19
5751500,19
11493000,18
4454500,18
8910750,18
8017000,18
5491500,18
1140750,18
11730000,18
434750,18
267250,18
11564250,18
5865750,18
9179500,18
8385000,18
11625250,18
5962750,18
8435250,17
9842500,17
5754500,17
2870250,17
4895250,17
3846250,17
6849750,17
11972750,17
4133750,17
2492500,16
10312750,16
2316250,16
2378500,16
4716750,16
11711250,16
5012750,16
1086750,16
4153000,15
2704750,15
10773000,15
5254500,15
4658500,15
5037000,15
9121750,15
6848750,15
8799750,15
9394500,15
8072250,15
12239250,15
10492250,15
11313000,15
1579250,14
5011500,14
5336750,14
1244250,14
2200750,14
12229000,14
3675000,14
2078000,14
1622500,14
6061250,14
12234750,14
6571000,14
7703750,14
7184500,14
5238000,14
154500,14
10401500,13
10696000,13
8353250,13
6272000,13
9802000,13
12028500,13
2921750,13
11440500,13
3581250,13
2788750,13
6234000,13
2386250,13
8314250,13
10052000,13
6957500,13
12331000,13
8617500,13
8049000,13
5293250,13
9173750,13
12215000,12
567250,12
8156500,12
11874000,12
3326250,12
4844000,12
200250,12
9807250,12
380000,12
5654000,12
4967250,12
10297000,12
7116750,12
83250,12
4195500,12
11121500,12
11949750,12
5110750,12
8033500,12
5155750,12
12004000,12
791500,12
6257000,12
6155250,12
832250,11
3588500,11
5279750,11
1782250,11
731750,11
2088000,11
1063000,11
1661750,11
3625250,11
2882750,11
8129250,11
9163000,11
887750,11
2968250,11
1724250,11
6807250,11
9352750,11
599750,11
8096750,11
5642000,11
8555500,11
9906500,11
10609250,11
8149250,11
4259500,11
7588000,11
5292000,10
2050000,10
10533750,10
6766250,10
9079500,10
65500,10
11307500,10
3293750,10
4907500,10
239250,10
7450000,10
3981750,10
981000,10
38250,10
2771250,10
3317500,10
1181250,10
1727500,10
9512750,10
10818500,10
19500,10
8529750,10
5959000,10
3310750,10
5915250,10
1620500,10
799000,10
4922750,10
9513250,10
8940500,10
1629250,10
5024500,10
5226250,10
11957000,10
10095000,10
4256000,10
5261000,10
9039750,9
10443000,9
10521000,9
282500,9
3952000,9
528250,9
7886000,9
1969000,9
