2350750	29099,15138
6572500	29099,7963
12008000	14261,7868
8555500	25372,5598,18180,29078
425500	8313,22094
4853750	25596,18024
5980500	27155
4256500	7868,2410
9039750	11196,3228
4115500	6731,26619
12215000	7868,12352
591750	12220,26722
3404000	22246,28653
7149500	20645,14930
7367000	20297,18730
4956000	7868,14580
7927750	7868,26288
7886000	5267,1428
9982500	2683,9369
4606000	21110,14887
145750	11196,21110
10443000	21110,7868
1710500	7868,3228
9706000	12168,20297
3913250	8689,14020
1627000	28641,25565
9351750	14580,11080
6874250	2683,12168,11080,26754
5292000	21672,11670
1194750	7868,679
5108000	11080,14020
1617250	2217,11679
4054000	24088,20121
8633500	255,8148
567250	11080,27791
12371000	12394,14294
6867750	7552,14020
1319000	14020,5797
1832000	7868,25687
3188000	12220,2655
8430000	7868,8637
980000	3228,29099
3249250	7868,11080
6099250	25372,13244
2050000	27791,21659
11772000	24015,13779
10533750	14261,24601
10915250	18075,12395
6458000	1681
4557250	7868,19962
405000	26698,19394
7116750	11196,2257
1815750	28391,5067
1971500	25329,11000
5170500	7868,18730
11111500	25372,21110
6996000	12165,2963
7016500	11679,14020
3335000	8719,5574
6264750	21110,29203
9202750	21110,23134
10302500	21110,679
3114000	21110,21092
452750	21865,11176
9716500	4949,7868
8163500	2257,7868
8869250	8689,11203
6126750	15019,24977
8909750	21110,3228
1579250	4078,25424
764750	7868,29203
2910750	1372,19828
8156500	1831,4078
3245250	2257,18730
4423500	24193,4147
2253250	11196,18730
10654750	7552,2655
6766250	25372,29547
11632250	12220,21110
5034000	12220,7868
8845250	22484,12394
154750	11196,14119
11493000	7868,8689,22727
9079500	7868,12220
8730250	911,3228,12068,11080,7868,8689,24601
65500	29099,15639
232000	7868,21865
832250	1831,27791
10054250	20297,19660
4503500	11936,12220
10619000	4949,29547
11142000	12352,7868
5220750	8689,28438
12204750	7963,6571
10521000	7868,11080
1561250	12352,3627
5812000	2683,19993
12065000	24196,10999
190500	4281,20425
3977750	8689,17060
10401500	7868,27791
4814750	7868,679
11307500	22359,20300
3588500	1831,12352
282500	2683,12055
10885750	20595,5098
887500	11080,29547
10322250	5185,7868
3148500	3627,8689
11169500	14294,14020
10598500	12220,7105
3075000	201,6592
4102750	20585,26843
848500	11196,9838
3293750	26523,18075
341000	26722,26754
267250	679,7105
6654750	14261,16110
5957500	29203,8637
4475750	4949,3627
7190750	27791,14526
7445000	18075,25372
12231250	12220,26722
1441500	12670,27508
9842500	7868,18805
7320250	934,23793
3009000	5627,22393
2331750	7868,8689
4907500	11196,21110
4680000	25372,16463
4454500	15019,27117
2251750	22727,6571
382250	26722,7868
5952250	14020,5067
239250	7868,21110
4804500	28465,24306
9044750	2945,27483
10696000	21110,3458
5199750	679,20979
3952000	12220,16550
2756000	21092,2198
140500	18730,1831
11496750	7868,29084
71250	28641
7600250	11176,3228
6433000	17087,16396
2704750	3658,13592,22359,23656,20902
6515500	25372,21657
7568750	12285,1831
528250	12977,155
3226500	7868,12394
6334000	23662,10627
1189000	4949,11176,11679,23612
4378500	8689,11176
7211250	23656,7061
5754500	14020,11196
7810250	8637,27791
7513250	29203,4078
3520000	14020,7105,28065
4852000	7868,21110
5027500	11679,25372
1517000	12977,27205
8622000	8702,15935
3396250	21838,18024
8353250	12285,27205
8123500	3390,1591
573000	18868,19962
3552000	24385
8910750	7868,27514
299750	11080,21110
1969000	12220,20297
5011500	11196,11679
4035250	11176,9340
12275500	21930,21110
7450000	7868,14261
3795000	12352,29099
8528750	15315,24196
4376250	8689,15631,27407,7868,19993,2655
4304250	7868,679
1531250	11176,14020
10018000	7868,5429
2103250	12394,11196
7860250	24746
5279750	2368,3228
5828250	4808,2963
6233750	4220,15138,26619,2963,21865
11761750	21110,20846
6205000	1461,17153
9069000	7868,22393,21110,8689,11176
2797750	8689,3658
9794000	17835,9301
8040000	7868,15138
6266000	12220,20950
5059000	9195,23662
4097500	2762,24844
2626250	7868,11176
9685000	11605,3185
11225500	21110,2655
4370750	1666,21110
8523250	16110,4949
847750	18024,11080
9244000	7868,8689
8102000	21110,2683
1792000	11176,13390
6412750	14580,15019
9463750	15138,11196
9076750	25372,4731
11352000	11176,11080
1782250	155,21110
11782250	18002,17748
9979000	7868,25372
1074500	9567,22556
6354500	26159,5377
11874000	12220,11679
7218000	12220,22317
11022500	15019,21092
11579750	11196,26722
10790500	22126,22889
3272000	21315,3534
3089500	14020,4078
5248750	28924,23623
5608250	21110,7868
10831750	5640,13482
2768250	23421,9549
8701250	2257,3228
7921500	28087,17327
3344750	29099,12220,14020,21110
11601500	12220,11080
1699500	16716,24715
9802000	5883,7868
11321750	21672,29547
5780000	21092,7868,8313
11701500	14020,29203
6897000	11196,14020
3981750	3228,27791
6150750	2655,15831
9344000	21110,15138
854250	2257,11176
3326250	25372,20154
8702500	11196,7868
9488750	3564
1324500	7868,5336,12977,27927
8017000	23284,22280,21092,3719,15096
4994000	15138,2655
10566000	7868,21110
7797000	6571,11679
5336750	7868,12352
3282250	29099,7868
981000	11176,12394
4336750	16463,29203
10064500	12220,29099
1244250	4324,1691
2737250	3228,15315
6458250	22280,23475
6998500	3627,8689
11535250	2257,12394
7163250	2257,10329
6172000	24704,13888
1525000	11196,2257
4844000	7868,11176
1492500	7868,11679
3035250	14020,11080
731750	7692,679
5898500	26722,374
11957000	14261,12977
5082750	7868,11080
10628500	12285,27791,4078,18736,21110
11391250	28924,27998
2088000	15019,4078
7687500	7868,12394
5024500	3228,21110
6754250	17945,1831
2200750	2655,14020
7854500	29099,4949,11080
4087750	27791,251
317500	7868,18805
1446250	20297,11196
11646500	21110,11176
9782000	14020,14902
5491500	7868,20803
6014750	28653,21110
2316250	679,949
4850000	11605,1428
4153000	21865,11080
11339250	6828,21838
620500	7868,4571
7306250	7868,21110
11137750	11080,19891
4037500	26614,25372
3895750	8689,12606
5082500	14020,7105
6768000	16818,7827
69500	18196,14020
2808500	12394,25372
364250	16079
10000250	5598,17153
200250	12352,1831
2852250	14261,4949
650750	12220,16406
10976250	11679,12285
6700250	11176,9549
6380000	28425,12220
12386500	2367,13087
3549000	14261,5184
10773000	2257,12352
11131750	7868,11196
12028500	11196,13390
11847750	10948,3555
805750	14580,21672
1530250	14120
5254500	7868,21672
1838000	2963,21372
9807250	7868,26722,25086,10329
4186500	7105,12394
1140750	7868,14261
7103000	15019,11080
3903500	15138,1392
3963750	4949,11176,14020
6683250	6918,3590
5693000	2655,14020
11114000	25372,21110
1758250	27791,12977
6358500	10194,16873
11730000	21565,13390,23656,4078
12061000	21110,18075
1909250	504,10014
5910250	11196,25372
10592000	12220,7868
3054250	14020,3627
1381000	14261,29099
6400000	2452,16406,3313,28270
3719250	4960,18624
10972250	23779,16396
3031750	16110,3228,16406
10653250	7868,29203
7435500	14261,11176
6603750	21110,12352
691500	7868,21672
5264500	12220,14261
38250	11176,15138
2771250	26722,29099
9288000	2683,26722
9103250	12220,9563
1247000	7868,29099
3684750	1831,20846
3317500	679,27514
9972250	15138,21110
2870250	14020,17606
8997500	647,10726
7323750	11196,29203
5354000	21110,20180
8324500	14020,3228
7361250	24541,17835
5968250	16406,11196
380000	554,12329
418500	15138,6326
1793250	14020,2033
2921750	11176,29547
434750	4571,3228
5847500	7868,11080
861750	23284,4078
5522250	2257,21672
8060000	18024,21110
5139250	11080,911
5654000	7868,11080
3592750	7868,29547
8792750	5598,12606
4895250	7868,24541
11590500	7868,11679
3405000	26722,4389
2378500	3228,25372
10047250	3555,12132
4712250	20902,2963
3573750	11176,12394
3581250	21110,22126
10112000	21110,6839
2874500	7868,14914
2232500	679,14261
4967250	7868,28391
11046750	8637,7169
9123500	12168,15138
4047000	7105,2655
11434750	9985,20083
5906250	27791,14020
10212500	24081,24788
10845500	13390,28924
3216500	2963,28992
2788750	11176,7096
1206500	5962
9015000	4731,7090
5846250	19993,17747
1104500	21110,2683
3266750	12220,679
5187750	11080,7868
1063000	15019,22280
4876750	7868,949
4809000	28641,7552
12016750	18730,11176
5121750	15138,251
415500	554,3151
2920750	7868,14261
5226500	3627,8689
3751500	20300,16540
621500	29099,7868
7405250	25372,21110
9436000	504,6571
7568250	12394,11176
5078750	21110,4949,11080
9586500	7868,11080
10768750	19993,6672
1148000	1831,21110
1661750	14020,11080
10578000	7868,18024
1911500	16110,11196
6234000	21372,17020
835000	7868,14020,19632,8637,14048,5848
11896000	3228,11176
3723750	14020,1831
4193750	11196,21657
3211250	16110,27155,11176,6148
5438000	14145,26614
1074750	11080,12220
563500	7868,2683
9055750	18024,21110
3661500	21110,13853
3014750	7868,11196
10944750	25372,11080
2322750	15138,25372
11552750	12220,16011
3849750	9549,26699
8100250	7868,27117
10546500	21838,5955
8172250	2217,6290
1165500	15423,290
4317250	21110,12220
2182750	2257,8689
11340250	14294,12394
9671750	7868,26722
11397250	23541,7762
3644250	7868,16406
11564250	1831,25483
12377250	14020,15138,18075,7868
1046250	2257,27791
6751750	3658,13737
7034000	29203,3850
5037000	7868,26722
4770500	14020,12220
2386250	26754,7061
5911250	12352,7868
10477000	25212
6683750	29203,5267
4852500	911,11080,7868,24541
11167500	2469
2138750	11029,14120
2448250	21672,949
9121750	7868,21838
5865750	3228,11196
9811750	12220,16550
1499750	1831,23662
6272000	12055,6080
5735000	7868,12168
10297000	25058,10176
8230750	24977,11939
417250	3627,12068
1110750	21110,3458
3625250	21110,21372
4809750	679,1831
9179500	12220,11196
4184250	241,12220
1240250	12394,8689
5320000	3228,911
11440500	14261,3228
11616250	21975
4063000	19974,22280
9782500	4949,7868
1181250	6672,21110
7375000	21110,2655
8170750	1966,23143
8666500	11790,15672
12384250	3658,12352
10264750	7552,18689
9628250	23779,18024
266500	10282,9486
10756500	14942,12977
9720000	21092,16110
6977000	7868,12964
1985250	2683,11196
309750	15365,28653
2882750	4452,11080
8129250	7868,21110
7892000	911,14020
9592500	7868,679
8195000	7868,11080
6619500	3627,21110
11737250	599,6988
4658500	21110,679,18075
7322250	11176,23861
11129250	11080,7868
9215000	14294,12394
5143250	21110,8689,14482,29547
9438000	12220,24977
5726500	14020,7868
7060500	504,11080
139000	679
4447000	7868,4078
1025250	13247,29203
8822250	21110,18013
1727500	3228,4452
12229000	17389,7868
8799750	7868,11080
9512750	11080,3228
3675000	13779,18805
5239500	21110,14153
1459750	12220,16550
9212500	25372,21110
7002750	7868,1831
472000	25333,14647
4257000	11176,11196
6849750	2655,25372
83250	4220,2963
7830250	25372,554
3168000	19742,20417
5745000	26722,11080
8314250	11196,4834
2676250	15446,4970
10818500	7868,29099
8243500	11196,4949
3096750	11196,3228
5440500	11080,17945
1114000	4731,2826
7494250	12528,21991
19500	11080,7868
2752000	11679,7868
8248750	12394,29203
6694750	14020,12352
11984750	3627,8689
5539250	7868,8689
3215500	10914,4691
10119250	7868,2257
9437500	12168,2683
11939000	2257,11196
1953250	14020,12394
10229250	8689,3627
11141500	2945,21657
711500	26722,11052,17118
6301250	7868,8689
764000	18990,25618
3288750	3937,5429
5061750	2971,599
10257500	10893,22556
965500	20297,2963
3742000	13020,4078
10713250	4078,2655
4547500	7868,8257
8435250	14261,11080
6258500	12068,3627
6904000	9111,5267
393250	4949,7868
2132250	1831,14159
1806750	26394,16463
7286500	4605,19328
4189500	3627,10329
3781500	241,911
5899750	12220,11679
8529750	15138,28059
4620000	15934,414
9163000	7868,11080
887750	15019,26754
6140500	26722,21110
2078000	679,7868
2968250	21110,12220
10234000	28653,9111,15019
4195500	12285,15315
1724250	12977,3228
2975500	7868,16406
11613500	7868,26722
6807250	22393,25372
747500	5210
4421250	16110,1591
12388250	11196,28391
5959000	251,26722
11121500	20297,24601
11947000	7868,11080
5769750	12220,143
11158000	7868,8637
9694750	911,11080
4059500	7868,9549
2198750	12220,12394
10393750	7868,29265
3524750	4808,26871
2988000	21110,22482
1338750	12352,11080
1622500	7868,14020
3892750	13020,22204
5948500	17771,13736
8149250	11679,11196
3363000	3627,15138
7785250	11790,12132
10052000	21110,7680
1812000	11196,7868
12142750	26722,29099
8070000	11080,10329
2033500	3627,11176
9973000	23475,25260
8346250	1831,16939
10774750	27791,14942
10309250	21110,14261
6061250	4949,679
4025000	4571,18024
5256500	7868,614
2480750	21110,12394
7269250	21110,1831
3304500	29099,7868,8689,13554,24461,679,11080
1966250	2257,26722
2148250	14294,21110
4073250	7868,27415
10224750	11679,21110
3310750	8689,26722
11631250	5598,12606
5110750	11176,7096
8385000	504,7680,9111,21110,23284
10840750	7105,24385
746000	21865,7105
599750	20297,12285
4921000	8689,15534
4716750	21110,2963
5407750	11080,6352
8280500	17972,16674
1688750	12220,14020
11949750	6571,21110
3734250	16540,6290
9839750	21110,8689
11494250	11196,18805
6957500	25372,15534
984500	27791,2513
861250	21110,25372
8096750	26485,11196
10057000	27625,25420
8271000	11280,6104
439000	7868,25415,7105,11080,3390
8649250	18024,29203
6003750	7868,4949,2257
12234750	11080,21110
10799000	14533,13240
2891500	2257,3627,26722,8027,14580
7143250	22087,29203,637
2733500	25260,19824
3295250	12285,15534
11894500	15138,14020
11220500	12285,3627
5697750	27791,2367
1934750	7868,21838
3350250	12220,18736
892500	7868,3627
776750	3228,2257,26722,2963,679
1767500	2963,15831
6571000	4254,12162
10588000	14020,15138
8160750	11196,16406
10185750	2257,911
11923000	8689,18730
5642000	11176,11080
6247250	15814,19615
1459000	25372,25260
5465250	15138,26114
8215250	14261,14020
5915250	15138,2367
5987000	15639,25596
6852750	4949,12285
8861500	29377,25656
11972750	15631,647
10539250	14020,1461
8628250	20979,11080
5901250	18730,14575
6497000	647,20747
725000	2257,25372
2428500	21110,26722
11711250	24942,1392,14020,6175
2807500	27117,29203,12688,11196,14580,18024
11527500	21110,27791
