2350750	4078,25372
6572500	29099,7963
12008000	14261,7868,25618,14020,24274,17647
8555500	25372,18180
425500	8313,22094
4853750	25596,18024,19955,22240
8430000	7868,8637
4256500	2410,7868,4694,13888
9039750	14580,7105
4115500	6731,14470,1222
12215000	7868,12352,8637,6672,15639,14942,8689
591750	12220,12394
3404000	28653,22246
5256500	7868,614,20679,21838,11612,20846,28463
7367000	20297,14020,21336,15584,143,16540,21110
4956000	7868,11080
7927750	7868,25372,18624,26288,21110,15065
7886000	5267,14580
9982500	22484,20800,1591,542,282,6805
4606000	21110,14887
145750	11578
10443000	21110,25488,29099,4571,7868,8689,18730
1710500	7868,8689,11176,12352,4949
9706000	12168,20297,29099,679,2683,21865,949
3913250	8689,8409,14020,9242,12394,7105,12220
11751000	10404,28297
9351750	14580,11080,993,25260,10329
6874250	12168,11080,2683,26754,13483,155,8637
5292000	11670,21672,19974,12285,23779,16463
1194750	7868,3627,679,8637,21092,83,8689
5108000	11080,14020,2683,14580,29547,26722,14261
1617250	2217,8637,29099,28410,15138,21919,18002
4054000	20121
567250	23251,21815
12371000	12394,14294,14261,12352,25086,2257,24541
6867750	14020,2655
1319000	14020,599,5797,1237,26699
1832000	7868,25687,21110
3188000	12220,2655,18025,4993,17429
980000	3228,29099
3249250	7868,14261
6099250	13244,7868,25372,25260,28410,11823,7552
2050000	27791,21659,8637,21336,14242,10329,8689
11772000	24015,13779
10533750	14261,24601,29099,17945,21110,8689,19974
10915250	18075,12395
6458000	1681
4557250	7868,24601
405000	26698,12790
7116750	9486,24869
1815750	28391,25488
3031750	12977,16110,16406,18730,14020,28924,11196
5170500	7868,18730,14020,6096,11679,4949
11111500	14623
6996000	12165,13754
7016500	26546
3335000	8719,5574
6264750	21110,29203
9202750	21110,23134
10302500	10646,24402
3114000	21110,21092,23928,8689,2655,7868,20536
452750	21865,14796,6672,15638,25488,23475,24392
9716500	7868,11465,28065,6908
8163500	2257,7868
8869250	8689,11203
6126750	15019,24977,21110,25117,25169
8909750	21110,3228,28270,21092,15138,11687,18805
1579250	4078,24194,25424,13020,25372,15138
764750	7868,29203
2910750	1372,19828
8156500	1831,4078,20297,6447,19974,2198,25372
3245250	2257,18730
4423500	11543,10893
2253250	11196,7868
10654750	7552
6766250	29547,12285,29203,11080,25372,6988,21092
11632250	21110,25372,2655,25022,18024
5034000	12220,18730
8845250	22484,12394,7868,8689,21110,15446,554
154750	11196,8943
11493000	7868,8689,22727,12352,554,29022,22828
9079500	7868,12220,29099,7208,25272,11022,4691
8730250	11080,7868
65500	15639,29099,14020,5443,4571,9549,2999
232000	7868,21865,16406,12133,21838,16939
832250	1831,27791,2257,12285,29330,13020
10054250	20297,19660,20846,10970,4667,13020,8425
4503500	12220,11936,24193,3627,4949,26754,11176
10619000	4949,29547
11142000	12352,29099,7868
5220750	8689,28438,25240,12977,13793,24196,25933
12204750	7963,6571,4078,15019,22749,21681
10521000	7868,11080,13779,15761,9471,25770,25415
1561250	3627,12352,14261,679,4949,8689,12168
5812000	2683,19993,17641,16944,29528,17728,18721
12065000	24196,10999
190500	20425
3977750	8689,11679,21869,24601
10401500	27791,11080,12189,24929,8816,18805,26722
4814750	7868,679
11307500	22359,20300,11196,27711,22393,17446
3588500	7868,8637,11080,18024,12352,4949
282500	12055,14020,27135,27052,3164
10885750	20595,5098
887500	29547,9549
10322250	10702,18575,1731,9111
3148500	3627,8689,12795,8662,22126,11465,16217
11169500	14020,14294,10014,17640,4220,14261
10598500	12220,7105,155,24385,9563,679,18575
3075000	5995,6592
4102750	26843,1666
848500	11196,9838,14261,16406,22393,7868,23628
3293750	26523,18075,3627,21110,20297,3723
341000	26722,26754
267250	679,7105,11196,16406,25372,12977
6654750	14261,679
5957500	8637,27741
4475750	3627,8689,4949,21110,679,18805,13592
7190750	27791,14526,9413,14482,3350,27483
7445000	18075,25372,4913
12231250	12220,28149,6246
1441500	12033,12670
9842500	7868,25086,18805,11176,21110,11080,11052
7320250	934,23793
3009000	5627,22393,7868,8724,14261,15019,11176
2331750	7868,8689,29099,21092,3627,28653,3228
4907500	5086,18075,1831,8965,13020,11060,29465
4680000	25372,16463
4454500	15019,27117,15138,28653,8689,29099,2655
2251750	22727,24601
382250	22393,7868
5952250	12285,5067,8637,25260,5094,17060,6827
239250	7868,25372,11080,28481
4804500	28465,164
9044750	2945,22864
10696000	21110,3458,11022,26288
5199750	679,15315
3952000	12220,16550,29099,3627,2128,25372,21110
2756000	21092,2198
140500	18730,23779,14625,24196,6918,15065,28270
11496750	7868,29084
7600250	11176,3228,4949,24869,7868,16110,12352
6433000	16396,23241
2704750	13592
6515500	25372,21657
7568750	1831,12285,2655
528250	11196,155,12977,2963,7096,8693,27117
3226500	7868
6334000	10627
1189000	11176,11679,23628,11328,10329,15019
4378500	8689,11176
7211250	7061
5754500	14020,11196,143,3228,11790,23214,29099
7810250	8637,27791,6880,3740
7513250	29203,4078
3520000	7105,28065,9563,21110,8689,3627,29099
4852000	21110,26722
5027500	20184,24015
1517000	12977,27205,4808,7208,16540,20297,4078
8622000	8702,15935
3396250	18024,21838
8353250	12285,27205,7560,4078,20297,11176,155
8123500	3390
573000	19962,18868,19615,14580,28924,679,21092
8910750	7868,27514,12688,29099,5598,26614,24503
299750	11080,21110,24601,12220
1969000	12220,11080,20297,16550,14020,4571
5011500	11196,11679,22280,29203,23779,27092,4078
4035250	12285,21372
12275500	23134,7572,18196
3795000	12352,29099,24601,23143,11687,26722
8528750	15315,24196
5354000	20180
4376250	8689,27407,19993,2655,14261,29203,17945
4304250	7868,679,14261,4949,24929,15019,21092
1531250	11176,25260,4949,12394,2963,12352
10018000	7868,5429
2103250	12394,11196,3627,1831,13737,22280,14902
5279750	2368,11196,12220,27117,10151,4571
5828250	4808,2963
6233750	4220,15138,21865,2963,2891
11761750	15584,13020
6205000	17153,10908
9069000	22393,21110,7868,12220,2257,3627,11176
2797750	8689,11790
9794000	17835,9301
8040000	7868,15138,2655,27791,25372,16406,11176
6266000	12220,3445
5059000	21838,23662
4097500	2762,24844
2626250	7868,28230
9685000	11605,3185,17032
11225500	2655,21110
4370750	1666,21110,11679
8523250	16110,3627,4949
847750	18024,11080,21110,13390,21838,2655
9244000	7868
8102000	21110,2683,12394,29099
1792000	11176,16540,20979,20154,23214,29203,29099
6412750	14580,26722,15019,11080,3719,11052,7208
9463750	11196,15138
9076750	2826,25372
11352000	11080,11176
1782250	155,21110,19374,14415,10329,251,2568
11782250	18002,17748
4852500	14261,9563
1074500	22556,4510,7262
6354500	26159,5377
11874000	12220,4220,18180,10014,14020,4510,13844
7218000	12220,22317,2257,14261,11679,26619,10702
11022500	15019,21092
11579750	11196,26722,12688,14020,14261,12132,679
10790500	22126
3089500	14020
5248750	28924,23623,3228,4949,15019,155,27035
5608250	25372,4731
10831750	5640,13482
2768250	23421
8701250	21110
7921500	28087,18575
3344750	12220,29099,14020,21110,24196,26722,3313
11601500	11080,2655
1699500	16716,24715,8719,17087,6840,24425
9802000	5883,7868,24601,3627,11176,11679,16540
11321750	21672,17060,7868,7997,29099,14020,27205
5780000	21092,8313,22393,21865,15315,19523,3723
11701500	14020,29203,12285,4366,23284,22052,11679
6897000	14020,11196,16463,15138
3981750	27791,1831,21110,21565,2683,5053
9344000	21110,2963
854250	2257,11176
3326250	13450,9479,10866,9389,12271,4012,26027
8702500	29547,7868,15138,23779,11080,11176,4949
1324500	7868,10404,12394,8028,1008,12173,15672
8017000	22280,21092,23284,15096,16818,28621,27505
4994000	17087,25960
10566000	7868,21110
7797000	15159,1831
5336750	12352,11176,14020,26722
3282250	7868,11857,8689,14294
981000	11176,12394,14020,8689,26722,12220,11196
4336750	16463,29203
10064500	12220,29099,22583,12394,2683,28466,16550
1244250	4324,1691,15606,28183,20470,26788,7980
2737250	4571,21865
